"Notes"	"State"	"State Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"South Dakota"	"46"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	33	892717	3.7
	"South Dakota"	"46"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	21	892717	2.4
	"South Dakota"	"46"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	18	892717	Unreliable
	"South Dakota"	"46"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	57	892717	6.4
	"South Dakota"	"46"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	10	892717	Unreliable
	"South Dakota"	"46"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	10	892717	Unreliable
	"South Dakota"	"46"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	38	892717	4.3
	"South Dakota"	"46"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	75	892717	8.4
	"South Dakota"	"46"	"Unspecified diabetes mellitus, without complications"	"E14.9"	99	892717	11.1
	"South Dakota"	"46"	"Unspecified severe protein-energy malnutrition"	"E43"	54	892717	6.0
	"South Dakota"	"46"	"Unspecified protein-energy malnutrition"	"E46"	29	892717	3.2
	"South Dakota"	"46"	"Obesity, unspecified"	"E66.9"	11	892717	Unreliable
	"South Dakota"	"46"	"Hyperlipidaemia, unspecified"	"E78.5"	31	892717	3.5
	"South Dakota"	"46"	"Metabolic disorder, unspecified"	"E88.9"	14	892717	Unreliable
	"South Dakota"	"46"	"Vascular dementia, unspecified"	"F01.9"	68	892717	7.6
	"South Dakota"	"46"	"Unspecified dementia"	"F03"	123	892717	13.8
	"South Dakota"	"46"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	23	892717	2.6
	"South Dakota"	"46"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	16	892717	Unreliable
	"South Dakota"	"46"	"Motor neuron disease"	"G12.2"	19	892717	Unreliable
	"South Dakota"	"46"	"Parkinson disease"	"G20"	100	892717	11.2
	"South Dakota"	"46"	"Alzheimer disease with late onset"	"G30.1"	28	892717	3.1
	"South Dakota"	"46"	"Alzheimer disease, unspecified"	"G30.9"	460	892717	51.5
	"South Dakota"	"46"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	19	892717	Unreliable
	"South Dakota"	"46"	"Other specified degenerative diseases of nervous system"	"G31.8"	27	892717	3.0
	"South Dakota"	"46"	"Multiple sclerosis"	"G35"	16	892717	Unreliable
	"South Dakota"	"46"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	10	892717	Unreliable
	"South Dakota"	"46"	"Essential (primary) hypertension"	"I10"	66	892717	7.4
	"South Dakota"	"46"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	96	892717	10.8
	"South Dakota"	"46"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	75	892717	8.4
	"South Dakota"	"46"	"Hypertensive renal disease with renal failure"	"I12.0"	60	892717	6.7
	"South Dakota"	"46"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	25	892717	2.8
	"South Dakota"	"46"	"Acute subendocardial myocardial infarction"	"I21.4"	24	892717	2.7
	"South Dakota"	"46"	"Acute myocardial infarction, unspecified"	"I21.9"	582	892717	65.2
	"South Dakota"	"46"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	75	892717	8.4
	"South Dakota"	"46"	"Atherosclerotic heart disease"	"I25.1"	396	892717	44.4
	"South Dakota"	"46"	"Ischaemic cardiomyopathy"	"I25.5"	31	892717	3.5
	"South Dakota"	"46"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	13	892717	Unreliable
	"South Dakota"	"46"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	22	892717	2.5
	"South Dakota"	"46"	"Other secondary pulmonary hypertension"	"I27.2"	20	892717	2.2
	"South Dakota"	"46"	"Aortic (valve) stenosis"	"I35.0"	50	892717	5.6
	"South Dakota"	"46"	"Endocarditis, valve unspecified"	"I38"	19	892717	Unreliable
	"South Dakota"	"46"	"Cardiomyopathy, unspecified"	"I42.9"	35	892717	3.9
	"South Dakota"	"46"	"Atrial fibrillation and flutter"	"I48"	83	892717	9.3
	"South Dakota"	"46"	"Congestive heart failure"	"I50.0"	62	892717	6.9
	"South Dakota"	"46"	"Heart failure, unspecified"	"I50.9"	36	892717	4.0
	"South Dakota"	"46"	"Cardiovascular disease, unspecified"	"I51.6"	29	892717	3.2
	"South Dakota"	"46"	"Cardiomegaly"	"I51.7"	14	892717	Unreliable
	"South Dakota"	"46"	"Heart disease, unspecified"	"I51.9"	10	892717	Unreliable
	"South Dakota"	"46"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	11	892717	Unreliable
	"South Dakota"	"46"	"Intracerebral haemorrhage, unspecified"	"I61.9"	42	892717	4.7
	"South Dakota"	"46"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	23	892717	2.6
	"South Dakota"	"46"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	11	892717	Unreliable
	"South Dakota"	"46"	"Cerebral infarction, unspecified"	"I63.9"	31	892717	3.5
	"South Dakota"	"46"	"Stroke, not specified as haemorrhage or infarction"	"I64"	201	892717	22.5
	"South Dakota"	"46"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	38	892717	4.3
	"South Dakota"	"46"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	10	892717	Unreliable
	"South Dakota"	"46"	"Dissection of aorta [any part]"	"I71.0"	18	892717	Unreliable
	"South Dakota"	"46"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	12	892717	Unreliable
	"South Dakota"	"46"	"Peripheral vascular disease, unspecified"	"I73.9"	23	892717	2.6
	"South Dakota"	"46"	"Pneumonia, unspecified"	"J18.9"	105	892717	11.8
	"South Dakota"	"46"	"Emphysema, unspecified"	"J43.9"	20	892717	2.2
	"South Dakota"	"46"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	63	892717	7.1
	"South Dakota"	"46"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	26	892717	2.9
	"South Dakota"	"46"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	296	892717	33.2
	"South Dakota"	"46"	"Asthma, unspecified"	"J45.9"	12	892717	Unreliable
	"South Dakota"	"46"	"Pneumonitis due to food and vomit"	"J69.0"	56	892717	6.3
	"South Dakota"	"46"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	39	892717	4.4
	"South Dakota"	"46"	"Interstitial pulmonary disease, unspecified"	"J84.9"	23	892717	2.6
	"South Dakota"	"46"	"Vascular disorder of intestine, unspecified"	"K55.9"	18	892717	Unreliable
	"South Dakota"	"46"	"Other and unspecified intestinal obstruction"	"K56.6"	22	892717	2.5
	"South Dakota"	"46"	"Perforation of intestine (nontraumatic)"	"K63.1"	13	892717	Unreliable
	"South Dakota"	"46"	"Alcoholic fatty liver"	"K70.0"	13	892717	Unreliable
	"South Dakota"	"46"	"Alcoholic hepatitis"	"K70.1"	14	892717	Unreliable
	"South Dakota"	"46"	"Alcoholic cirrhosis of liver"	"K70.3"	121	892717	13.6
	"South Dakota"	"46"	"Alcoholic hepatic failure"	"K70.4"	14	892717	Unreliable
	"South Dakota"	"46"	"Alcoholic liver disease, unspecified"	"K70.9"	35	892717	3.9
	"South Dakota"	"46"	"Other and unspecified cirrhosis of liver"	"K74.6"	34	892717	3.8
	"South Dakota"	"46"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	16	892717	Unreliable
	"South Dakota"	"46"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	36	892717	4.0
	"South Dakota"	"46"	"Osteomyelitis, unspecified"	"M86.9"	15	892717	Unreliable
	"South Dakota"	"46"	"Chronic kidney disease, stage 5"	"N18.5"	28	892717	3.1
	"South Dakota"	"46"	"Chronic renal failure, unspecified"	"N18.9"	14	892717	Unreliable
	"South Dakota"	"46"	"Urinary tract infection, site not specified"	"N39.0"	40	892717	4.5
	"South Dakota"	"46"	"Senility"	"R54"	10	892717	Unreliable
	"South Dakota"	"46"	"Other ill-defined and unspecified causes of mortality"	"R99"	14	892717	Unreliable
	"South Dakota"	"46"	"COVID-19"	"U07.1"	1496	892717	167.6
	"South Dakota"	"46"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	16	892717	Unreliable
	"South Dakota"	"46"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	15	892717	Unreliable
	"South Dakota"	"46"	"Car occupant injured in noncollision transport accident, driver injured in traffic accident"	"V48.5"	12	892717	Unreliable
	"South Dakota"	"46"	"Occupant of pick-up truck or van injured in noncollision transport accident, driver injured in traffic accident"	"V58.5"	10	892717	Unreliable
	"South Dakota"	"46"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	11	892717	Unreliable
	"South Dakota"	"46"	"Fall on same level from slipping, tripping and stumbling"	"W01"	11	892717	Unreliable
	"South Dakota"	"46"	"Fall involving bed"	"W06"	15	892717	Unreliable
	"South Dakota"	"46"	"Fall on and from stairs and steps"	"W10"	27	892717	3.0
	"South Dakota"	"46"	"Other fall on same level"	"W18"	79	892717	8.8
	"South Dakota"	"46"	"Unspecified fall"	"W19"	71	892717	8.0
	"South Dakota"	"46"	"Accidental suffocation and strangulation in bed"	"W75"	11	892717	Unreliable
	"South Dakota"	"46"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	20	892717	2.2
	"South Dakota"	"46"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	34	892717	3.8
	"South Dakota"	"46"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	892717	Unreliable
	"South Dakota"	"46"	"Accidental poisoning by and exposure to alcohol"	"X45"	23	892717	2.6
	"South Dakota"	"46"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	76	892717	8.5
	"South Dakota"	"46"	"Intentional self-harm by handgun discharge"	"X72"	61	892717	6.8
	"South Dakota"	"46"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	23	892717	2.6
	"South Dakota"	"46"	"Assault by handgun discharge"	"X93"	19	892717	Unreliable
	"South Dakota"	"46"	"Assault by sharp object"	"X99"	10	892717	Unreliable
	"Tennessee"	"47"	"Enterocolitis due to Clostridium difficile"	"A04.7"	87	6886834	1.3
	"Tennessee"	"47"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	11	6886834	Unreliable
	"Tennessee"	"47"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	55	6886834	0.8
	"Tennessee"	"47"	"Pulmonary mycobacterial infection"	"A31.0"	15	6886834	Unreliable
	"Tennessee"	"47"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	27	6886834	0.4
	"Tennessee"	"47"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	13	6886834	Unreliable
	"Tennessee"	"47"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	21	6886834	0.3
	"Tennessee"	"47"	"Septicaemia, unspecified"	"A41.9"	814	6886834	11.8
	"Tennessee"	"47"	"Staphylococcal infection, unspecified"	"A49.0"	31	6886834	0.5
	"Tennessee"	"47"	"Bacterial infection, unspecified"	"A49.9"	22	6886834	0.3
	"Tennessee"	"47"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	15	6886834	Unreliable
	"Tennessee"	"47"	"Chronic viral hepatitis C"	"B18.2"	143	6886834	2.1
	"Tennessee"	"47"	"HIV disease resulting in other bacterial infections"	"B20.1"	17	6886834	Unreliable
	"Tennessee"	"47"	"HIV disease resulting in multiple infections"	"B20.7"	13	6886834	Unreliable
	"Tennessee"	"47"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	16	6886834	Unreliable
	"Tennessee"	"47"	"HIV disease resulting in other specified conditions"	"B23.8"	34	6886834	0.5
	"Tennessee"	"47"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	22	6886834	0.3
	"Tennessee"	"47"	"Coronavirus infection, unspecified"	"B34.2"	28	6886834	0.4
	"Tennessee"	"47"	"Other viral infections of unspecified site"	"B34.8"	16	6886834	Unreliable
	"Tennessee"	"47"	"Viral infection, unspecified"	"B34.9"	10	6886834	Unreliable
	"Tennessee"	"47"	"Unspecified mycosis"	"B49"	13	6886834	Unreliable
	"Tennessee"	"47"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	65	6886834	0.9
	"Tennessee"	"47"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	24	6886834	0.3
	"Tennessee"	"47"	"Malignant neoplasm of parotid gland"	"C07"	18	6886834	Unreliable
	"Tennessee"	"47"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	35	6886834	0.5
	"Tennessee"	"47"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	33	6886834	0.5
	"Tennessee"	"47"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	11	6886834	Unreliable
	"Tennessee"	"47"	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	10	6886834	Unreliable
	"Tennessee"	"47"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	45	6886834	0.7
	"Tennessee"	"47"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	381	6886834	5.5
	"Tennessee"	"47"	"Cardia - Malignant neoplasms"	"C16.0"	20	6886834	0.3
	"Tennessee"	"47"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	201	6886834	2.9
	"Tennessee"	"47"	"Duodenum - Malignant neoplasms"	"C17.0"	18	6886834	Unreliable
	"Tennessee"	"47"	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	12	6886834	Unreliable
	"Tennessee"	"47"	"Caecum - Malignant neoplasms"	"C18.0"	30	6886834	0.4
	"Tennessee"	"47"	"Appendix - Malignant neoplasms"	"C18.1"	22	6886834	0.3
	"Tennessee"	"47"	"Ascending colon - Malignant neoplasms"	"C18.2"	16	6886834	Unreliable
	"Tennessee"	"47"	"Sigmoid colon - Malignant neoplasms"	"C18.7"	28	6886834	0.4
	"Tennessee"	"47"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	827	6886834	12.0
	"Tennessee"	"47"	"Malignant neoplasm of rectosigmoid junction"	"C19"	84	6886834	1.2
	"Tennessee"	"47"	"Malignant neoplasm of rectum"	"C20"	177	6886834	2.6
	"Tennessee"	"47"	"Anus, unspecified - Malignant neoplasms"	"C21.0"	26	6886834	0.4
	"Tennessee"	"47"	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	11	6886834	Unreliable
	"Tennessee"	"47"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	302	6886834	4.4
	"Tennessee"	"47"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	138	6886834	2.0
	"Tennessee"	"47"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	174	6886834	2.5
	"Tennessee"	"47"	"Malignant neoplasm of gallbladder"	"C23"	43	6886834	0.6
	"Tennessee"	"47"	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	37	6886834	0.5
	"Tennessee"	"47"	"Biliary tract, unspecified - Malignant neoplasms"	"C24.9"	11	6886834	Unreliable
	"Tennessee"	"47"	"Head of pancreas - Malignant neoplasms"	"C25.0"	32	6886834	0.5
	"Tennessee"	"47"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	957	6886834	13.9
	"Tennessee"	"47"	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	35	6886834	0.5
	"Tennessee"	"47"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	91	6886834	1.3
	"Tennessee"	"47"	"Main bronchus - Malignant neoplasms"	"C34.0"	14	6886834	Unreliable
	"Tennessee"	"47"	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	79	6886834	1.1
	"Tennessee"	"47"	"Lower lobe, bronchus or lung - Malignant neoplasms"	"C34.3"	47	6886834	0.7
	"Tennessee"	"47"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	3827	6886834	55.6
	"Tennessee"	"47"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	28	6886834	0.4
	"Tennessee"	"47"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	172	6886834	2.5
	"Tennessee"	"47"	"Skin of other and unspecified parts of face - Malignant neoplasms"	"C44.3"	11	6886834	Unreliable
	"Tennessee"	"47"	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	47	6886834	0.7
	"Tennessee"	"47"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	58	6886834	0.8
	"Tennessee"	"47"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	26	6886834	0.4
	"Tennessee"	"47"	"Retroperitoneum - Malignant neoplasms"	"C48.0"	10	6886834	Unreliable
	"Tennessee"	"47"	"Peritoneum, unspecified - Malignant neoplasms"	"C48.2"	20	6886834	0.3
	"Tennessee"	"47"	"Connective and soft tissue of lower limb, including hip - Malignant neoplasms"	"C49.2"	11	6886834	Unreliable
	"Tennessee"	"47"	"Connective and soft tissue of abdomen - Malignant neoplasms"	"C49.4"	12	6886834	Unreliable
	"Tennessee"	"47"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	65	6886834	0.9
	"Tennessee"	"47"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	993	6886834	14.4
	"Tennessee"	"47"	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	26	6886834	0.4
	"Tennessee"	"47"	"Malignant neoplasm of vagina"	"C52"	13	6886834	Unreliable
	"Tennessee"	"47"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	108	6886834	1.6
	"Tennessee"	"47"	"Endometrium - Malignant neoplasms"	"C54.1"	131	6886834	1.9
	"Tennessee"	"47"	"Malignant neoplasm of uterus, part unspecified"	"C55"	78	6886834	1.1
	"Tennessee"	"47"	"Malignant neoplasm of ovary"	"C56"	300	6886834	4.4
	"Tennessee"	"47"	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	12	6886834	Unreliable
	"Tennessee"	"47"	"Penis, unspecified - Malignant neoplasms"	"C60.9"	12	6886834	Unreliable
	"Tennessee"	"47"	"Malignant neoplasm of prostate"	"C61"	677	6886834	9.8
	"Tennessee"	"47"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	348	6886834	5.1
	"Tennessee"	"47"	"Malignant neoplasm of renal pelvis"	"C65"	11	6886834	Unreliable
	"Tennessee"	"47"	"Malignant neoplasm of ureter"	"C66"	11	6886834	Unreliable
	"Tennessee"	"47"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	364	6886834	5.3
	"Tennessee"	"47"	"Frontal lobe - Malignant neoplasms"	"C71.1"	16	6886834	Unreliable
	"Tennessee"	"47"	"Temporal lobe - Malignant neoplasms"	"C71.2"	12	6886834	Unreliable
	"Tennessee"	"47"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	357	6886834	5.2
	"Tennessee"	"47"	"Malignant neoplasm of thyroid gland"	"C73"	27	6886834	0.4
	"Tennessee"	"47"	"Head, face and neck - Malignant neoplasms"	"C76.0"	13	6886834	Unreliable
	"Tennessee"	"47"	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	17	6886834	Unreliable
	"Tennessee"	"47"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	38	6886834	0.6
	"Tennessee"	"47"	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	17	6886834	Unreliable
	"Tennessee"	"47"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	62	6886834	0.9
	"Tennessee"	"47"	"Malignant neoplasm without specification of site"	"C80"	609	6886834	8.8
	"Tennessee"	"47"	"Hodgkin disease, unspecified"	"C81.9"	23	6886834	0.3
	"Tennessee"	"47"	"Follicular non-Hodgkin lymphoma, unspecified"	"C82.9"	19	6886834	Unreliable
	"Tennessee"	"47"	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	33	6886834	0.5
	"Tennessee"	"47"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	107	6886834	1.6
	"Tennessee"	"47"	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	21	6886834	0.3
	"Tennessee"	"47"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	93	6886834	1.4
	"Tennessee"	"47"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	161	6886834	2.3
	"Tennessee"	"47"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	280	6886834	4.1
	"Tennessee"	"47"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	27	6886834	0.4
	"Tennessee"	"47"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	114	6886834	1.7
	"Tennessee"	"47"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	230	6886834	3.3
	"Tennessee"	"47"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	26	6886834	0.4
	"Tennessee"	"47"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	37	6886834	0.5
	"Tennessee"	"47"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	45	6886834	0.7
	"Tennessee"	"47"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	158	6886834	2.3
	"Tennessee"	"47"	"Meninges, unspecified - Benign neoplasms"	"D32.9"	16	6886834	Unreliable
	"Tennessee"	"47"	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	20	6886834	0.3
	"Tennessee"	"47"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	45	6886834	0.7
	"Tennessee"	"47"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	150	6886834	2.2
	"Tennessee"	"47"	"Chronic myeloproliferative disease - Uncertain neoplasms"	"D47.1"	29	6886834	0.4
	"Tennessee"	"47"	"Connective and other soft tissue - Uncertain neoplasms"	"D48.1"	12	6886834	Unreliable
	"Tennessee"	"47"	"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms"	"D48.9"	10	6886834	Unreliable
	"Tennessee"	"47"	"Sickle-cell anaemia without crisis"	"D57.1"	10	6886834	Unreliable
	"Tennessee"	"47"	"Aplastic anaemia, unspecified"	"D61.9"	21	6886834	0.3
	"Tennessee"	"47"	"Acute posthaemorrhagic anaemia"	"D62"	17	6886834	Unreliable
	"Tennessee"	"47"	"Anaemia, unspecified"	"D64.9"	40	6886834	0.6
	"Tennessee"	"47"	"Coagulation defect, unspecified"	"D68.9"	25	6886834	0.4
	"Tennessee"	"47"	"Agranulocytosis"	"D70"	15	6886834	Unreliable
	"Tennessee"	"47"	"Sarcoidosis, unspecified"	"D86.9"	26	6886834	0.4
	"Tennessee"	"47"	"Disorder involving the immune mechanism, unspecified"	"D89.9"	11	6886834	Unreliable
	"Tennessee"	"47"	"Hypothyroidism, unspecified"	"E03.9"	48	6886834	0.7
	"Tennessee"	"47"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	33	6886834	0.5
	"Tennessee"	"47"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	46	6886834	0.7
	"Tennessee"	"47"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	343	6886834	5.0
	"Tennessee"	"47"	"Non-insulin-dependent diabetes mellitus, with neurological complications"	"E11.4"	11	6886834	Unreliable
	"Tennessee"	"47"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	32	6886834	0.5
	"Tennessee"	"47"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	59	6886834	0.9
	"Tennessee"	"47"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	566	6886834	8.2
	"Tennessee"	"47"	"Unspecified diabetes mellitus, with coma"	"E14.0"	10	6886834	Unreliable
	"Tennessee"	"47"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	131	6886834	1.9
	"Tennessee"	"47"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	332	6886834	4.8
	"Tennessee"	"47"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	46	6886834	0.7
	"Tennessee"	"47"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	12	6886834	Unreliable
	"Tennessee"	"47"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	63	6886834	0.9
	"Tennessee"	"47"	"Unspecified diabetes mellitus, without complications"	"E14.9"	865	6886834	12.6
	"Tennessee"	"47"	"Hypoglycaemia, unspecified"	"E16.2"	26	6886834	0.4
	"Tennessee"	"47"	"Unspecified severe protein-energy malnutrition"	"E43"	192	6886834	2.8
	"Tennessee"	"47"	"Retarded development following protein-energy malnutrition"	"E45"	12	6886834	Unreliable
	"Tennessee"	"47"	"Unspecified protein-energy malnutrition"	"E46"	91	6886834	1.3
	"Tennessee"	"47"	"Nutritional deficiency, unspecified"	"E63.9"	19	6886834	Unreliable
	"Tennessee"	"47"	"Extreme obesity with alveolar hypoventilation"	"E66.2"	20	6886834	0.3
	"Tennessee"	"47"	"Other obesity"	"E66.8"	167	6886834	2.4
	"Tennessee"	"47"	"Obesity, unspecified"	"E66.9"	85	6886834	1.2
	"Tennessee"	"47"	"Pure hypercholesterolaemia"	"E78.0"	76	6886834	1.1
	"Tennessee"	"47"	"Hyperlipidaemia, unspecified"	"E78.5"	391	6886834	5.7
	"Tennessee"	"47"	"Disorder of lipoprotein metabolism, unspecified"	"E78.9"	42	6886834	0.6
	"Tennessee"	"47"	"Disorders of calcium metabolism"	"E83.5"	10	6886834	Unreliable
	"Tennessee"	"47"	"Organ-limited amyloidosis"	"E85.4"	15	6886834	Unreliable
	"Tennessee"	"47"	"Volume depletion"	"E86"	35	6886834	0.5
	"Tennessee"	"47"	"Hyperosmolality and hypernatraemia"	"E87.0"	25	6886834	0.4
	"Tennessee"	"47"	"Hypo-osmolality and hyponatraemia"	"E87.1"	17	6886834	Unreliable
	"Tennessee"	"47"	"Acidosis"	"E87.2"	82	6886834	1.2
	"Tennessee"	"47"	"Hyperkalaemia"	"E87.5"	32	6886834	0.5
	"Tennessee"	"47"	"Fluid overload"	"E87.7"	13	6886834	Unreliable
	"Tennessee"	"47"	"Metabolic disorder, unspecified"	"E88.9"	105	6886834	1.5
	"Tennessee"	"47"	"Vascular dementia, unspecified"	"F01.9"	562	6886834	8.2
	"Tennessee"	"47"	"Unspecified dementia"	"F03"	1963	6886834	28.5
	"Tennessee"	"47"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	128	6886834	1.9
	"Tennessee"	"47"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	200	6886834	2.9
	"Tennessee"	"47"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	20	6886834	0.3
	"Tennessee"	"47"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	55	6886834	0.8
	"Tennessee"	"47"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	20	6886834	0.3
	"Tennessee"	"47"	"Schizophrenia, unspecified"	"F20.9"	15	6886834	Unreliable
	"Tennessee"	"47"	"Huntington disease"	"G10"	29	6886834	0.4
	"Tennessee"	"47"	"Motor neuron disease"	"G12.2"	163	6886834	2.4
